,created_at,text,user_loc,user_loc2,user_id,user_hist,hashtags
0,Thu Jun 23 00:31:58 +0000 2016,RT @CarolineLucas: Can't bear idea that tonight might be last night as part of EU -only when risk losing something do we see true value htt…,,,19964117,Tue Feb 03 10:48:32 +0000 2009,
1,Thu Jun 23 00:31:58 +0000 2016,"RT @icklenellierose: The #Brexit episode of @LastWeekTonight with @iamjohnoliver is delayed on @SkyUK until Thurs, so SHARE IT LIKE HELL ht…","Cannock, England",,1854642139,Wed Sep 11 15:12:58 +0000 2013,Brexit
2,Thu Jun 23 00:31:58 +0000 2016,Final EU referendum poll from pollsters ComRes shows Remain with lead of eight points https://t.co/daODIc4Dhx,New York,,14389212,Mon Apr 14 19:17:23 +0000 2008,
3,Thu Jun 23 00:31:58 +0000 2016,RT @kazdella: So all the rich are coming out to #voteremain #nhs #schools etc does'nt affect them they can all afford private #VoteLeave #b…,London,,2153097126,Thu Oct 24 14:42:20 +0000 2013,voteremain;nhs;schools;VoteLeave;brexit
4,Thu Jun 23 00:31:58 +0000 2016,Nobody is. Donald. No one. https://t.co/noBBAx1Z1o,"Sammamish, Washington",,30691918,Sun Apr 12 18:11:52 +0000 2009,
5,Thu Jun 23 00:31:59 +0000 2016,RT @reda2448: https://t.co/arqe2lYSvC I had no idea! Dems talk gun control when Omg Abortions! Insane!,"Georgia, USA",,4411076609,Tue Dec 08 02:25:01 +0000 2015,
6,Thu Jun 23 00:31:59 +0000 2016,"RT @cheekylatte: Make sure you know this before you vote to #Remain kidding yourselves EU can be reformed.
Not #StrongerIn #Brexit https://…",,,704847650663723008,Wed Mar 02 01:55:50 +0000 2016,Remain;StrongerIn;Brexit
7,Thu Jun 23 00:31:59 +0000 2016,RT @racheljoyce: German CBI head confirms free trade will continue after #Brexit. https://t.co/Ptyzso04SC But will @SkyNews @BBCNews mentio…,"Montréal, QC",,1939552088,Sun Oct 06 02:42:50 +0000 2013,Brexit
8,Thu Jun 23 00:31:54 +0000 2016,RT @business: #Brexit referendum day has finally arrived after months of division https://t.co/GBkQ6hxhwn https://t.co/Z6MElIQtlL,Persekutuan Malaysia,,154829457,Sat Jun 12 09:11:13 +0000 2010,Brexit
9,Thu Jun 23 00:31:59 +0000 2016,If Hong Kong had one chance to quit China #brexit https://t.co/7roeH6gDBn,Georgia,United States,20466413,Mon Feb 09 20:56:27 +0000 2009,brexit
10,Thu Jun 23 00:31:59 +0000 2016,@BearGrylls @BritishGQ You know when piss drinker here talks about economics we should listen #Brexit,"Eritrea, district of Mordor",,724604680068804609,Mon Apr 25 14:23:13 +0000 2016,Brexit
11,Thu Jun 23 00:31:59 +0000 2016,RT @Cuppatea23Yt: https://t.co/Pk59ICv34I TOP 10 RICHEST CAR BRANDS 2016 #Audi #BMW #MercedesBenz #TopGear #Top10Tuesday #Euro2016 #EUref #…,"Muscat, Oman",,744780084280590337,Mon Jun 20 06:33:04 +0000 2016,Audi;BMW;MercedesBenz;TopGear;Top10Tuesday;Euro2016;EUref;VoteLeave;Cars;UK
12,Thu Jun 23 00:32:00 +0000 2016,"RT @suttonnick: Thursday's Daily Mail front page
Nailed: four big EU lies
#Tomorrowspaperstoday #bbcpapers #euref https://t.co/wwyBbEADfm","England, United Kingdom",,1887556386,Fri Sep 20 19:36:01 +0000 2013,Tomorrowspaperstoday;bbcpapers;euref
13,Thu Jun 23 00:32:00 +0000 2016,The latest Bateman's Financial Favorites! https://t.co/H3Fs6dkBAK Thanks to @hgetson @FinancialGlazer @FA_Options #stocks #brexit,"Albuquerque, New Mexico",,15203873,Mon Jun 23 04:52:46 +0000 2008,stocks;brexit
14,Thu Jun 23 00:32:00 +0000 2016,"RT @IngrahamAngle: America's #Brexit-style vote is in Nov.-- Will USA remain a free, independent &amp; sovereign nation or cede more control to…",Minnesota,,863889445,Sat Oct 06 00:28:47 +0000 2012,Brexit
15,Thu Jun 23 00:32:00 +0000 2016,RT @BBee_tv: #LastWeekTonight with #JohnOliver: Brexit (HBO) https://t.co/4wiy1gBEjC https://t.co/VTjycxNtl3,,,4548822929,Sun Dec 20 18:31:06 +0000 2015,LastWeekTonight;JohnOliver
16,Thu Jun 23 00:32:01 +0000 2016,The latest Bateman's Financial Favorites! https://t.co/bI8P6u3SEo Thanks to @hgetson @FinancialGlazer @FA_Options #stocks #brexit,"Albuquerque, New Mexico",,15203873,Mon Jun 23 04:52:46 +0000 2008,stocks;brexit
17,Thu Jun 23 00:32:01 +0000 2016,Good Governance &amp; Sustainable Devt is out! https://t.co/xs7nFmKToz #brexit #euref,Global | USA | Africa |Nigeria,,77039025,Thu Sep 24 20:46:38 +0000 2009,brexit;euref
18,Thu Jun 23 00:32:01 +0000 2016,"Gold Hammered Ahead Of Yellen Testimony, Brexit Vote … : https://t.co/ENF6JGbOKt .,,, https://t.co/wE0ARgy9uL",,,3330269531,Tue Jun 16 22:13:55 +0000 2015,
19,Thu Jun 23 00:32:01 +0000 2016,RT @johnfcarter: Irony: Britain celebrating its 40 year anniversary of the IMF bailout of the British Pound . . . with a vote on Brexit.,Earth,,1628164752,Sun Jul 28 16:03:38 +0000 2013,
20,Thu Jun 23 00:32:01 +0000 2016,RT @Trev_Forrester: Save these Islands from domination by a foreign power #Brexit https://t.co/Ffemvzyjkg,,,130342625,Wed Apr 07 01:20:17 +0000 2010,Brexit
21,Thu Jun 23 00:32:01 +0000 2016,This is simple &amp; compelling https://t.co/cWvAB9Zosm,,,56524662,Mon Jul 13 23:02:16 +0000 2009,
22,Thu Jun 23 00:32:02 +0000 2016,RT @vote_leave: RETWEET if you are going to #VoteLeave tomorrow! Let's #TakeControl #ProjectHope https://t.co/pNErAbH2av,United Kingdom,,3221645782,Wed Apr 29 14:54:09 +0000 2015,VoteLeave;TakeControl;ProjectHope
23,Thu Jun 23 00:32:02 +0000 2016,"RT @INTJutsu: If the UK doesn't get out now, there won't be another chance, as their country will be overrun &amp; ruined #BREXIT #UK https://t…",,,57749952,Fri Jul 17 20:35:47 +0000 2009,BREXIT;UK
24,Thu Jun 23 00:32:02 +0000 2016,Sterling hits 2016 high after latest 'Brexit' poll shows 51 percent back 'remain' #Business https://t.co/otYHWoX62l,,,1407574946,Mon May 06 12:01:08 +0000 2013,Business
25,Thu Jun 23 00:32:03 +0000 2016,.@Marketcall contributor @ValueTrend has a technical trade for a possible #Brexit: https://t.co/0De7I7vVbV and an exciting preview to July!,"Toronto, Canada",,26765788,Thu Mar 26 14:53:23 +0000 2009,Brexit
26,Thu Jun 23 00:32:03 +0000 2016,"@Rimbeux Ce la vie - doubt it very much
If it does so what to #Brexit?!",,,1420724989,Sat May 11 13:59:03 +0000 2013,Brexit
27,Thu Jun 23 00:32:03 +0000 2016,"RT @deYook: the big banks &amp; transnational industry have got everything crossed for #VoteRemain. 
#Brexit https://t.co/Z46bFXj5IY https://t.…",United Kingdom,,723251262398054400,Thu Apr 21 20:45:13 +0000 2016,VoteRemain;Brexit
28,Thu Jun 23 00:32:03 +0000 2016,"What he means is ""Get out now! Run for your lives!"" #Brexit https://t.co/R14K9aw93X","Seattle, Washington ",,721245691964567552,Sat Apr 16 07:55:47 +0000 2016,Brexit
29,Thu Jun 23 00:32:04 +0000 2016,RT @3tyl: Come on Great Britain! Germany is counting on you! #byebyebritain #brexit #VoteLeave,"UK, not EU",,723251650174017536,Thu Apr 21 20:46:45 +0000 2016,byebyebritain;brexit;VoteLeave
30,Thu Jun 23 00:32:04 +0000 2016,"ZERO HEDGE: Investors Moving Brexit Markets With Big Bets

https://t.co/tPjg8hKFvO","Atlanta, Georgia",,2798417365,Mon Sep 08 18:19:14 +0000 2014,
31,Thu Jun 23 00:32:04 +0000 2016,RT @YonhapNews: Seoul stocks open lower ahead of Brexit vote https://t.co/J9BNS8zRKa,Japan,,15617333,Sun Jul 27 04:00:05 +0000 2008,
32,Thu Jun 23 00:32:04 +0000 2016,Fed's Yellen says no special meetings scheduled over Brexit #Business https://t.co/P3TdNRMUu3,,,1407574946,Mon May 06 12:01:08 +0000 2013,Business
33,Thu Jun 23 00:32:05 +0000 2016,Last push for votes as EU leaders sound Brexit warning - https://t.co/RMy2Y9uxhu https://t.co/qJ5FZwJlJu,CLICK HERE --,,1462847136,Mon May 27 18:48:49 +0000 2013,
34,Thu Jun 23 00:32:05 +0000 2016,RT @_WilliamJones_: Make sure you #VoteLeave when the polls open! A #VoteToLeave is a vote for greater democracy across Europe. https://t.c…,"Las Vegas, Nevada, USA",,187071117,Sun Sep 05 05:00:49 +0000 2010,VoteLeave;VoteToLeave
35,Thu Jun 23 00:32:06 +0000 2016,RT @jonoread: Even tonight I'm talking to friends encouraging them to vote and trying to help them decide. It really is all to play for. #e…,"North West, England",,582100387,Wed May 16 19:29:37 +0000 2012,euref
36,Thu Jun 23 00:32:06 +0000 2016,New story from TIME in Business : Why the Brexit Vote Matters for the Global Economy,"Detroit, Michigan",,52768561,Wed Jul 01 16:16:22 +0000 2009,
37,Thu Jun 23 00:32:06 +0000 2016,"RT @RedHotSquirrel: UK debt now exceeds a humungous £1.6 trillion. Come on everyone, let's get a grip. Let's retake control. #VoteLeave htt…",,,3079725425,Sun Mar 08 16:54:21 +0000 2015,VoteLeave
38,Thu Jun 23 00:32:06 +0000 2016,"RT @STcom: #Brexit referendum: Bye to London as business hub? Maybe not  
https://t.co/LcEqzeYuow https://t.co/6Ej0qxEJTj","London, Rome & Malta",,30059108,Thu Apr 09 20:23:49 +0000 2009,Brexit
39,Thu Jun 23 00:32:06 +0000 2016,"RT @SocialistVoice: According some in the Remain Camp, Labour MP Dennis Skinner is a fascist and a xenophobe for backing Brexit #EUref http…",,,17260276,Sat Nov 08 22:34:28 +0000 2008,EUref
40,Thu Jun 23 00:32:07 +0000 2016,IDEC if im spamming everyones twitter feed with #euref stuff. VOTE #REMAIN YOU UNEDUCATED PRIVILEGED IDIOTS,"Llanelli, Wales",,386799473,Fri Oct 07 22:50:50 +0000 2011,euref;REMAIN
41,Thu Jun 23 00:32:07 +0000 2016,"RT @BrexitNoww: #VoteLEAVE @David_Cameron &amp; @George_Osborne want YOU to prop up the 
46 Trillion Euro Ponzi-Scheme! #BREXIT #RUN https://t.…",Gt. Britain,,735398597961846786,Wed May 25 09:14:23 +0000 2016,VoteLEAVE;BREXIT;RUN
42,Thu Jun 23 00:32:07 +0000 2016,@UKLabour vote remain to be a 3rd class citizen in your own country to give our corrupt politicians more free money #Brexit #VoteLeave,,,64673535,Tue Aug 11 09:43:33 +0000 2009,Brexit;VoteLeave
43,Thu Jun 23 00:32:07 +0000 2016,"RT @MdDeactivated: Tomorrow I Will Vote To Regain British Sovereignty, To Control Our Own Borders. . And Free Our Country from The Tyranny…",,,130342625,Wed Apr 07 01:20:17 +0000 2010,Brexit
44,Thu Jun 23 00:32:08 +0000 2016,RT @bos_star999: I'm developing a film about #Brexit called Brexodus: Gods and Kings. The cast will be entirely made up of people of color.,"Metro Detroit, MI",,743886456,Tue Aug 07 22:33:56 +0000 2012,Brexit
45,Thu Jun 23 00:32:08 +0000 2016,"RT @jamesj_96: Today is our independence day, the day Britain votes to leave the European Union #VoteLeave #EUref",United Kingdom,,40630984,Sun May 17 08:45:41 +0000 2009,VoteLeave;EUref
46,Thu Jun 23 00:32:08 +0000 2016,RT @KatHannaford: Nigel Farage cancelled #c4news #EUref due to “family reasons”? My pal saw him in a Soho pub 1hr before news broke https:/…,Europe,,141598993,Sat May 08 14:08:21 +0000 2010,c4news;EUref
47,Thu Jun 23 00:32:08 +0000 2016,fantabulous! #Brexit is now Trending fast top 10 in Singapore : https://t.co/mimzWKPuXA https://t.co/m9TBRrhnwr,,,3437487134,Thu Sep 03 13:56:43 +0000 2015,Brexit
48,Thu Jun 23 00:32:09 +0000 2016,"RT @ElectionsEtc: Final combined EUref forecast
53% Remain vote share
67% Prob. Remain win
Based on betting, citizens, models etc https://t…",,,1398204360,Thu May 02 21:19:46 +0000 2013,
49,Thu Jun 23 00:32:09 +0000 2016,BREXIT... today.... YAY or NAY,indonesia,,120070256,Fri Mar 05 11:22:35 +0000 2010,
50,Thu Jun 23 00:32:09 +0000 2016,"RT @Leavethe_EU: LeaveEUOfficial: #VoteLeave tomorrow for our independence!

#EUref #Brexit https://t.co/cfhZBrQgj3 #brexit","Port-Talbot, Wales. UK",,489877664,Sun Feb 12 00:32:39 +0000 2012,VoteLeave;EUref;Brexit;brexit
51,Thu Jun 23 00:32:10 +0000 2016,"Happy voting in the #EUreferendum from The Clash ;)
#Brexit #VoteLeave 
https://t.co/IZz3U4hnrb",Raccoon City,,90278922,Mon Nov 16 00:00:39 +0000 2009,EUreferendum;Brexit;VoteLeave
52,Thu Jun 23 00:32:10 +0000 2016,Tories have form in giving away democracy; think of Zimbabwe where they set up Mugabe! https://t.co/NpI5D2jJw2,Al Bion,,550417741,Tue Apr 10 20:23:10 +0000 2012,
53,Thu Jun 23 00:32:10 +0000 2016,S&amp;amp;P says Brexit would prompt swift downgrade of Britain - Bild #Business https://t.co/24mOhXM6qx,,,1407574946,Mon May 06 12:01:08 +0000 2013,Business
54,Thu Jun 23 00:32:11 +0000 2016,"""GERMANY IS TOTALLY INSOLVENT - TRILLIONS IN HIDDEN DEBT!! IT'S THE NEXT GREECE!!""

https://t.co/Dyw5TV0uqN … … … #VoteRemain #VoteStay",,,736662436296708096,Sat May 28 20:56:26 +0000 2016,VoteRemain;VoteStay
55,Thu Jun 23 00:32:11 +0000 2016,"RT @beleaveuk: We agree, @LordAshcroft! Tomorrow is our chance to #BeLeave! #VoteLeave  https://t.co/Ma2fQV5qqO","North East, England",,158465156,Tue Jun 22 19:36:48 +0000 2010,BeLeave;VoteLeave
56,Thu Jun 23 00:32:11 +0000 2016,RT @RealAlexJones: #BREXIT: Independence Day for Britain? - https://t.co/QzOqvRSyWj,,,57749952,Fri Jul 17 20:35:47 +0000 2009,BREXIT
57,Thu Jun 23 00:32:11 +0000 2016,RT @TheRebelTV: Scotland will ruin England's chance of a #Brexit - @Broowster https://t.co/gF3lPcrEt8 #EUreferendum #tcot https://t.co/Hy1X…,Canada,,3077842258,Sat Mar 07 18:24:38 +0000 2015,Brexit;EUreferendum;tcot
58,Thu Jun 23 00:32:12 +0000 2016,when jokes go too far #brexit #donaldtrump,"Montréal, Québec",,3028018187,Tue Feb 10 11:36:35 +0000 2015,brexit;donaldtrump
59,Thu Jun 23 00:32:12 +0000 2016,European Court can challenge #ukeudeal and it will. Vote wisely... #EUref #EUreferendum #Brexit #BrexitOrNot #VoteLeave #VoteRemain,,,2409015122,Mon Mar 24 13:29:14 +0000 2014,ukeudeal;EUref;EUreferendum;Brexit;BrexitOrNot;VoteLeave;VoteRemain
60,Thu Jun 23 00:32:12 +0000 2016,Brexit or Bremain ? Evidence from bubble analysis. (arXiv:1606.06829v1 [q-fin.RM]) https://t.co/4r5lyUequi #quant #finance,SF/LA/Moscow/Tel Aviv,,720402912,Fri Jul 27 16:01:04 +0000 2012,quant;finance
61,Thu Jun 23 00:32:12 +0000 2016,RT @LecroyEllana: Number one cause of death is ABORTION. Leading cause of death in America https://t.co/u5hU2NOQKw,,,2183946765,Sun Nov 17 01:18:26 +0000 2013,
62,Thu Jun 23 00:32:14 +0000 2016,"RT @AlbertoNardelli: Whether you're remain or leave, vote - tomorrow's #EUref is really really important. In or out, forever https://t.co/u…",,,314501310,Fri Jun 10 10:59:21 +0000 2011,EUref
63,Thu Jun 23 00:32:14 +0000 2016,"RT @albertmohler: Does the Brexit vote really matter? I explain what is at stake, tomorrow on #TheBriefing.",,,734571818846191616,Mon May 23 02:29:04 +0000 2016,TheBriefing
64,Thu Jun 23 00:32:14 +0000 2016,RT @Wonkette: Portishead Sings ABBA To Protest Brexit Movement. Your Weekly Dance Party - by @EvanHurst https://t.co/ESrwDO4dMx,PEI Canada,,250494336,Fri Feb 11 05:52:34 +0000 2011,
65,Thu Jun 23 00:32:14 +0000 2016,"RT @LeaveEUOfficial: .@DanHannanMEP on #C4Debate, ""But Professor, it's our money"" #LeaveEU #EUref
https://t.co/0dlvyg7lik",Sheffield + Derby,,929903647,Tue Nov 06 14:56:03 +0000 2012,C4Debate;LeaveEU;EUref
66,Thu Jun 23 00:32:14 +0000 2016,"RT @theordinaryman2: A question for those on the left

##EURef #VoteLeave #StrongerIn #Labour #LabourInForBritain #InOrOut https://t.co/Ko0…",,,2231805437,Wed Dec 18 15:32:57 +0000 2013,EURef;VoteLeave;StrongerIn;Labour;LabourInForBritain;InOrOut
67,Thu Jun 23 00:32:14 +0000 2016,RT @nicktherat: Why doesn't anyone compare the EU to a monopoly? Because we all know #Monopoly sucks? #Brexit #sewerchat,TSA-T,,14128535,Wed Mar 12 00:01:45 +0000 2008,Monopoly;Brexit;sewerchat
68,Thu Jun 23 00:32:15 +0000 2016,RT @FXCMAustralia: #Brexit Referendum Timeline: When Will Districts Report Results? https://t.co/uQvmluHCnY https://t.co/tOc43QgaO4,Lahore,,1089132055,Mon Jan 14 14:05:56 +0000 2013,Brexit
69,Thu Jun 23 00:32:15 +0000 2016,"RT @INTJutsu: If the UK doesn't get out now, there won't be another chance, as their country will be overrun &amp; ruined #BREXIT #UK https://t…",United States,,723561295706873856,Fri Apr 22 17:17:10 +0000 2016,BREXIT;UK
70,Thu Jun 23 00:32:15 +0000 2016,@David_Cameron @StrongerIn LOL like people should believe ANYTHING you say.  #VoteLeave,Babylon 5,,35364302,Sun Apr 26 01:23:59 +0000 2009,VoteLeave
71,Thu Jun 23 00:32:16 +0000 2016,RT @PlayBuddMansion: #VoteLeave starter pack https://t.co/kU1eKeFEqn,"Manchester, England",,1143793986,Sun Feb 03 00:40:42 +0000 2013,VoteLeave
72,Thu Jun 23 00:32:16 +0000 2016,USD/JPY: consolidated on quiet Tokyo start despite pending Brexit/Bremain outcome #Финансы #Форекс #USD #JPY https://t.co/KjK2F2R94b,,,4844983943,Mon Jan 25 10:12:51 +0000 2016,Финансы;Форекс;USD;JPY
73,Thu Jun 23 00:32:16 +0000 2016,"#Brexit. I dont have a vote, but i have a say.",N.Y. USA,,1365996926,Sat Apr 20 02:55:44 +0000 2013,Brexit
74,Thu Jun 23 00:32:16 +0000 2016,For a stronger Britain in an uncertain world. #EUref #VoteRemain #StrongerIn #Brexit 🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧,"London, England",,20937305,Sun Feb 15 21:08:40 +0000 2009,EUref;VoteRemain;StrongerIn;Brexit
75,Thu Jun 23 00:32:16 +0000 2016,RT @CBCNews: 'It's a dead heat': What you want to know about the Brexit vote https://t.co/ZV51GeqdLF https://t.co/N2lpbv2ddd,,,744383425235255297,Sun Jun 19 04:16:53 +0000 2016,
76,Thu Jun 23 00:32:16 +0000 2016,RT @AidanKerrPol: UKIP leader Nigel Farage has pulled out of a Channel 4 #EURef debate just over an hour before transmission.,"London, England",,2532336246,Thu May 29 10:11:19 +0000 2014,EURef
77,Thu Jun 23 00:32:16 +0000 2016,"RT @JaredWyand: 🚨 BRITISH MUSLIMS POLL: 66% say they wouldn't warn of a terrorist attack

#Brexit #EUref #TrumpSpeech #NoBillNoBreak https:…",,,1353246806,Mon Apr 15 02:14:38 +0000 2013,Brexit;EUref;TrumpSpeech;NoBillNoBreak
78,Thu Jun 23 00:32:16 +0000 2016,'Brexit': Europe's future hinges on Thursday's vote https://t.co/WP4V1uEyIV https://t.co/8OPRtd0DF6,,,3145269087,Tue Apr 07 19:57:02 +0000 2015,
79,Thu Jun 23 00:32:17 +0000 2016,RT @jpublik: That #Brexit manifesto in Private Eye #VoteRemain #EUref https://t.co/QU1fjwvk6G,"England, United Kingdom",,723280817556996098,Thu Apr 21 22:42:39 +0000 2016,Brexit;VoteRemain;EUref
80,Thu Jun 23 00:32:18 +0000 2016,RT @Nick1985_: Get out and vote! I will crawl over broken glass to put a cross in the Leave box tomorrow. Let's do this! #brexit #Euref #vo…,"Leicester, England",,246783816,Thu Feb 03 13:21:09 +0000 2011,brexit;Euref;voteleave
81,Thu Jun 23 00:32:18 +0000 2016,"RT @carlquintanilla: * House floor
* Trump
* Clinton
* Rubio
* Cavs parade
* Brexit
* Record heat

News editors right now:
https://t.co/1C9…",New York,,140223091,Tue May 04 23:17:00 +0000 2010,
82,Thu Jun 23 00:32:18 +0000 2016,'The Canadian CPAs Fan Page' Daily ~ https://t.co/hXlVMM1Vd8 Tweets via @ZKACGA @SunLifeCA @bcassessment #tax #brexit,"Surrey, British Columbia",,205420441,Wed Oct 20 21:09:11 +0000 2010,tax;brexit
83,Thu Jun 23 00:32:18 +0000 2016,RT @realkingrobbo: Brexit Poll Shows 80% Of Americans Think Britain Should Leave EU https://t.co/ghlHHXsc9Q https://t.co/TxobWmP08t,"Tourian, Zebes",,2834647215,Fri Oct 17 00:25:01 +0000 2014,
84,Thu Jun 23 00:32:18 +0000 2016,RT @RaheemKassam: Proof that one side is optimistic and hopeful and the other is trying to scare you into submission #euref https://t.co/vG…,"Shaftesbury, England",,3342914249,Tue Jun 23 17:22:41 +0000 2015,euref
85,Thu Jun 23 00:32:18 +0000 2016,cant sleep ...brexit any one out there,london,,712263542,Mon Jul 23 11:22:33 +0000 2012,
86,Thu Jun 23 00:32:18 +0000 2016,"no to Brexit, yes to Texit",Repatriated USA,United States,21151500,Wed Feb 18 00:31:23 +0000 2009,
87,Thu Jun 23 00:32:19 +0000 2016,"say NO to project fear, the time has come folks to restore UK Independence &amp; Sovereignty #VoteLeave Be brave #Brexit https://t.co/H2XBalokBt",Southsea England UK ,,299599932,Mon May 16 11:24:46 +0000 2011,VoteLeave;Brexit
88,Thu Jun 23 00:32:20 +0000 2016,#charts Three Days of Consolidation Going into Brexit https://t.co/dGoQZegEEM from @stockchartscom,WorldWide,,3244454225,Sun May 10 04:43:40 +0000 2015,charts
89,Thu Jun 23 00:32:20 +0000 2016,RT @snorknordkapp: @ScotNational can be relied on to produce an excellent cover on big event days. Get it early #VoteRemain #EUref https://…,Scotland,,2817852428,Thu Sep 18 20:38:36 +0000 2014,VoteRemain;EUref
90,Thu Jun 23 00:32:20 +0000 2016,This is insanity. Storm stormy night is so ominous with the day ahead #EUref #thunderandlightning,"London, England",United Kingdom,330462161,Wed Jul 06 17:15:18 +0000 2011,EUref;thunderandlightning
91,Thu Jun 23 00:32:20 +0000 2016,Thinking of all my #UK friends today ...💕 https://t.co/GhUP7kI8Kw,"Oahu, Hi ",United States,158207707,Tue Jun 22 02:13:48 +0000 2010,UK
92,Thu Jun 23 00:32:20 +0000 2016,RT @TheEconomist: Would foreign students apply to business schools in the UK after a Brexit? https://t.co/tn7kX34cia https://t.co/sb9DpjEPzS,"Amman,Jordan",,109980164,Sat Jan 30 22:59:18 +0000 2010,
93,Thu Jun 23 00:32:20 +0000 2016,"RT @INTJutsu: If the UK doesn't get out now, there won't be another chance, as their country will be overrun &amp; ruined #BREXIT #UK https://t…",,,352627276,Wed Aug 10 21:51:15 +0000 2011,BREXIT;UK
94,Thu Jun 23 00:32:21 +0000 2016,RT @ScottGShore: After the UK voting Malin out I can honestly say I trust the UK to make the right decision on the Brexit tomorrow 😂😁😂😁😂 #L…,"FLYMOLAND, Nottinghamshire, UK",,60869439,Tue Jul 28 10:31:09 +0000 2009,LoveIsland
95,Thu Jun 23 00:32:21 +0000 2016,RT @Bamabroker: ALMOST A FREE MONEY TRADE - SHORT THE CRAP OUT OF VOL AS IT GETS DESTROYED NEXT.... https://t.co/dxicDm52OW,,,3864774388,Sun Oct 04 20:13:15 +0000 2015,
96,Thu Jun 23 00:32:21 +0000 2016,I guess the one saving grace of Brexit is how great it'll be when the entire population of Benidorm gets deported.,Liverpool (via London),,40004008,Thu May 14 14:28:49 +0000 2009,
97,Thu Jun 23 00:32:21 +0000 2016,Democracy not dictatorship. #Brexit https://t.co/oKu2kUP841,Northern Ireland,,278222932,Wed Apr 06 21:19:18 +0000 2011,Brexit
98,Thu Jun 23 00:32:21 +0000 2016,"RT @NowTheEndBegins: England, it's TIME TO LEAVE #Brexit https://t.co/FRJiY72GG4",,,967151161,Sat Nov 24 01:20:48 +0000 2012,Brexit
99,Thu Jun 23 00:32:21 +0000 2016,Why is it legal for celebrities to influence voters when it doesn't effect them and half of them don't even have a brain. #Brexit #EUref,,,2346424276,Sun Feb 16 08:56:28 +0000 2014,Brexit;EUref
100,Thu Jun 23 00:32:21 +0000 2016,RT @steveemmensUKIP: https://t.co/ZK2fMs9e04 We need control we need democracy we need freedom not serfdom! #VoteLeave #brexit #Independenc…,United Kingdom,,702200373172428800,Tue Feb 23 18:36:30 +0000 2016,VoteLeave;brexit;IndependenceDay
101,Thu Jun 23 00:32:22 +0000 2016,RT @vote_leave: WATCH: Chief adviser to Turkey’s President Erdogan calls out the PM on his misleading comments on Turkey #VoteLeave https:/…,176 countries,,719276718771412992,Sun Apr 10 21:31:48 +0000 2016,VoteLeave
102,Thu Jun 23 00:32:22 +0000 2016,RT @TIME: Why the Brexit vote matters for the global economy https://t.co/KGiiOD0ust,United States,,723257669507653636,Thu Apr 21 21:10:40 +0000 2016,
103,Thu Jun 23 00:32:22 +0000 2016,"RT @DanHannanMEP: Two roads diverged in a wood &amp; I—
I took the one less travelled by;
And that has made all the difference.
#VoteLeave http…",Plymouth,,394301410,Wed Oct 19 21:34:37 +0000 2011,VoteLeave
104,Thu Jun 23 00:32:22 +0000 2016,What would happen to the EU after a Brexit?:  https://t.co/STpqbksJeh,Akure city in ondo state ,,417299066,Sun Nov 20 19:24:43 +0000 2011,
105,Thu Jun 23 00:32:22 +0000 2016,"RT @Gatortrapper: Rough math 20,000 new media school grads annually X 30 year career= 600,000 doctors generating 160,000 deaths yearly http…",Philadelphia Pa,,1177632823,Thu Feb 14 04:15:36 +0000 2013,
106,Thu Jun 23 00:32:22 +0000 2016,Last Week Tonight with John Oliver: Brexit (HBO) https://t.co/ctDe8qOPE0,Berlin • Gainesville,United States,15313453,Thu Jul 03 23:04:31 +0000 2008,
107,Thu Jun 23 00:32:23 +0000 2016,"RT @ElectionsEtc: Final combined EUref forecast
53% Remain vote share
67% Prob. Remain win
Based on betting, citizens, models etc https://t…",Cambridge,,1014821,Mon Mar 12 14:47:49 +0000 2007,
108,Thu Jun 23 00:32:23 +0000 2016,"#WIRED #news In the Science of Civilizations, Brexit Is the European Union’s Reckoning https://t.co/X3XaLbgcCZ",Contributor at:,,2591956692,Fri Jun 27 21:08:12 +0000 2014,WIRED;news
109,Thu Jun 23 00:32:23 +0000 2016,RT @BioNovelus: They'd better stay in. They have so much to lose if they leave. https://t.co/8Ne1hWJgas,Las Vegas,,723234717143846912,Thu Apr 21 19:39:28 +0000 2016,
110,Thu Jun 23 00:32:23 +0000 2016,RT @TellRanil: And so we have it. The EU confirms that will be no reform from within the EU. #VoteLeave to take back control! https://t.co/…,"England, UK",,232219637,Thu Dec 30 15:21:49 +0000 2010,VoteLeave
111,Thu Jun 23 00:32:23 +0000 2016,"RT @StephanieRiou: I mean, do you genuinely believe that Donald Trump, Boris Johnson and Rupert Murdoch have your best interests at heart??…",,,2649060128,Tue Jul 15 19:31:33 +0000 2014,VoteRemain;EUref
112,Thu Jun 23 00:32:23 +0000 2016,RT @greg_jenner: Please. Stop. Lying.  https://t.co/8Ap2fwM1Hk,,,743118590031859714,Wed Jun 15 16:30:53 +0000 2016,
113,Thu Jun 23 00:32:24 +0000 2016,#PTR_Group #forex CME Group increases price-swing limits ahead of Brexit vote https://t.co/GdpKzj5SGc,,,628635314,Fri Jul 06 18:59:12 +0000 2012,PTR_Group;forex
